path,kind,zone,mutability,lead_agentz,support_agentz,route,notes
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.csv,csv-ledger-or-manifest,meta-canon-control,generated-or-ledger-regenerate-or-L3-audit-only,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,12_PUBLIC_SITE Agentz deployment manifest
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md,markdown-document,meta-canon-control,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,12_PUBLIC_SITE Agentz deployment receipt
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.csv,csv-ledger-or-manifest,meta-canon-control,generated-or-ledger-regenerate-or-L3-audit-only,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,90_ARCHIVE Agentz deployment manifest
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md,markdown-document,meta-canon-control,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,90_ARCHIVE Agentz deployment receipt
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.csv,csv-ledger-or-manifest,meta-canon-control,generated-or-ledger-regenerate-or-L3-audit-only,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,91_COMPATIBILITY Agentz deployment manifest
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md,markdown-document,meta-canon-control,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,91_COMPATIBILITY Agentz deployment receipt
01_EMERGENTISM/00_META/04_RECURSIVE_AGENTZ_DEPLOYMENT_01_EMERGENTISM_2026_06_04.csv,csv-ledger-or-manifest,meta-canon-control,generated-manifest-regenerate-or-L3-audit-only,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,this recursive deployment manifest
01_EMERGENTISM/00_META/04_RECURSIVE_AGENTZ_DEPLOYMENT_01_EMERGENTISM_2026_06_04.md,markdown-document,meta-canon-control,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,this recursive deployment receipt
01_EMERGENTISM_ORG/00_META/90_ARCHIVE,folder,archive-preservation,archive-folder-K3-preserve,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/00_AUDIT_REPORT_2026_04_21.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/00_SUBFOLDER_AUDIT_REPORT_2026_04_25.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/08_FRAMEWORK_SUPPORT_LOGIC_COHERENCE_CONSISTENCY_AUDIT_2026_04_25.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/2026_04_25_LOGIC_COHERENCE_CONSISTENCY_AUDIT.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/AGENTS.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,local or recursive Agentz route card; K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/AUDIT_REPORT_2026_04_25.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/CLAUDE.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,Claude routing shim; K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/MASTER_AUDIT_REPORT_2026_04_25.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/README.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,human front door; K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/STRUCTURAL_ANALYSIS_REPORT_2026_04_25.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/VERIFICATION_REPORT_2026_04_25.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM_ORG/00_META/90_ARCHIVE/_AUDIT_REPORT_2026_04_25.md,markdown-document,archive-preservation,archive-preserve-K3-no-silent-delete,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,K3 archive/provenance; no silent deletion or promotion; restore only via owner lane,K3/provenance preservation
01_EMERGENTISM/00_META/AGENTS.md,markdown-document,meta-canon-control,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,local or recursive Agentz route card
01_EMERGENTISM/00_META/CLAUDE.md,markdown-document,meta-canon-control,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,Claude routing shim
01_EMERGENTISM/00_META/README.md,markdown-document,meta-canon-control,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,meta-canon routing/control; does not create doctrine,human front door
01_EMERGENTISM/00_SEVENFOLD_FOUNDATION_ROOT.md,markdown-document,doctrine-source,source-document-edit-with-claim-and-evidence-tier,L7 Ṛṣi,L1 Caṇḍāla; L5 Brāhmaṇa; L6 Sādhu,doctrine source; read nearest AGENTS/CLAUDE before edits,
01_EMERGENTISM/01_TELEOLOGY,folder,l1-teleology-source,folder-route-inherits-or-local-AGENTS,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/00_FROM_LAGRANGIAN_TO_DAC.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/00_NEOTENY_THE_HARDWARE_UPGRADE.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/00_SATURATION_AND_RETURN.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/00_THE_FRAMEWORK_ON_ITS_OWN_TELEOLOGY_SPECTRUM.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/00_THE_GENERATIVE_LAGRANGIAN.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/00_THE_HIDDEN_CENTER_OF_THE_FRAMEWORK.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/00_THE_TANTRIC_VAJRAYANA_TRANSMUTATION.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/01_F5_FORCE,folder,l1-teleology-source,folder-route-inherits-or-local-AGENTS,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/01_F5_FORCE/02_THE_SERPENT_IS_F5.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/01_F5_FORCE/03_F5_AS_GRADIENT_SELECTION_WITH_STAGING.md,markdown-document,l1-teleology-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,
01_EMERGENTISM/01_TELEOLOGY/01_F5_FORCE/AGENTS.md,markdown-document,l1-teleology-source,editable-route-control-with-claim,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,local or recursive Agentz route card
01_EMERGENTISM/01_TELEOLOGY/01_F5_FORCE/CLAUDE.md,markdown-document,l1-teleology-source,editable-route-control-with-claim,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,Claude routing shim
01_EMERGENTISM/01_TELEOLOGY/01_F5_FORCE/README.md,markdown-document,l1-teleology-source,editable-route-control-with-claim,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,L1 teleology/source direction; preserve objective-function claims and evidence tiers,human front door
