path,tracked,git_status,bytes,sha256,top_lane,authority_role,proposed_disposition,k_owner_or_relation,proposed_destination,absorber_or_successor,gate,review_state,rationale
00_CONTROL/PRIMETIME_AUDIT/00_SPRINT_PLAN.md,yes,,4396,49156ba4d7b900dea74edf3833aa34720467bc07e1de5d21805245b7a05475c7,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/01_FRONTDOOR_VERDICT.md,yes,,5018,434b333ce0ed59c40f2520d6afca41f7f9597bd35715903f176c833e94d002d1,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/02_SPRINT_1_VERDICT.md,yes,,4336,49f11599cf698af7b7c2c0c98571db30510856d68797877fca22017ca79204e6,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/03_SPRINT_2_VERDICT.md,yes,,4863,90ede3668af9ab7d80ec35b6f479ab1bd728b2af81529e081db5b2d08173ca65,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/04_REMEDIATION_ROUTED.md,yes,,3742,2ae1a516787472756cec2508dc3e0697b5b139d987fd175c018a459a522193c0,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/05_BOOK_CONVERGENCE_AUDIT.md,yes,,6319,0ec43add31d19f791d138c409754b97da8cc9daf0ac5ef83e4fee2d3d6d3dd3c,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/06_STATE_OF_EMERGENTISM_2026_06_10.md,yes,,7206,cd707d8fbadf0e8fb6c94fba319125579545926e989419cb8ed48129643b4d0b,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/07_WORLDVIEW_LOGIC_AUDIT_2026_06_11.md,yes,,27170,4d83a399a28d9850215899f3cc68dd11a60ae271787a016ea43bf918e73be804,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PRIMETIME_AUDIT/08_WEBSITE_UI_UX_ANIMATIONS_AUDIT_2026_06_12.md,yes,,10193,5cf49edabc35fa82b0bbd5ae1fc45a9c98160193838c3d09b74238ac6f56a2ae,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/PUBLIC_SITE_BOUNDARY.md,yes,,3593,16b3eb76bf5b89407907546d4ff953a122aa4ab066b8c465d8030bf70b6630c2,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_CONTROL/README.md,yes,,1882,a1ec157e2b7b662c8f5d239c047b3d09657afb8bf9b2ae984ac85621faa061ca,00_CONTROL,ROUTING_CONTROL,KEEP,K-7 governance/control,,,NO_MOVE_PROPOSED,ROUTING_KEEP,Local routing/front-door or compatibility control surface.
00_CONTROL/SOURCE_MANIFEST.md,yes,,1206,bbee0a9fa97f6be6cb74eaf5a56c864b4ec69357e162a567fff2ba7d70ff34ba,00_CONTROL,EVIDENCE,KEEP_REVIEW,K-7 governance/control,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Owner-lane evidence/control; individual source authority review required before motion.
00_EMERGENTISM_AS_A_LENS.md,yes,,15631,fca16267789e728427b73e63a5fd560f440cec79e6f9c3c7cecff99b206eb510,(root),EVIDENCE,ROOT_REVIEW_REQUIRED,root routing / unresolved,,,NO_MOVE_BEFORE_FOUNDER_SIGNATURE,NEEDS_OWNER_REVIEW,Root non-infrastructure artifact requires explicit individual disposition.
00_FOLDER_LAYOUT_v0.1.md,yes,,388,866983b66e6dd0422ad64e151be2189aa8260e33808573683ab29242535f2373,(root),COMPATIBILITY,KEEP_FROZEN,K-7 compatibility,,,NO_MOVE_PROPOSED,COUNCIL_CLASSIFIED,Forwarding stub; retain until exhaustive inbound-reference and registry healing.
00_FOUNDATION_READER_GUIDE.md,yes,,21665,2ff1bf4e8f0e6c3f66f3d5365aeadf2758eab13d6cfecb30b7d58e191cd5cb4a,(root),EVIDENCE,ROOT_REVIEW_REQUIRED,root routing / unresolved,,,NO_MOVE_BEFORE_FOUNDER_SIGNATURE,NEEDS_OWNER_REVIEW,Root non-infrastructure artifact requires explicit individual disposition.
00_INSIGHTS_INDEX_v0.1.md,yes,,397,d6d5b731122732c317eaed138174d2918a7f6115e20ff3e13772b57b20a5b2d5,(root),COMPATIBILITY,KEEP_FROZEN,K-7 compatibility,,,NO_MOVE_PROPOSED,COUNCIL_CLASSIFIED,Forwarding stub; retain until exhaustive inbound-reference and registry healing.
00_K5_REFUSALS.md,yes,,8611,0ff028db701b1d746d3a31f35225602276e0310a43f5cd19106524cd1a2d313e,(root),EVIDENCE,ABSORB_AFTER_SUCCESSOR,K-5,00_META/00_THE_FIVE_PLUS_ONE_CONSTITUTION.md successor,00_META/00_THE_FIVE_PLUS_ONE_CONSTITUTION.md successor,FOUNDER_SIGNATURE_REQUIRED,COUNCIL_CLASSIFIED,Only live K-5 staging draft; successor must be written and diff-verified first.
00_K6_REVELATIONS.md,yes,,9371,1877a439574a2123646a7d7bd04b55177b5493920a168c877b716c5ce795ffb8,(root),EVIDENCE,ABSORB_AFTER_SUCCESSOR,K-6,06_ONTOLOGY/06_THE_REVELATIONS.md candidate,06_ONTOLOGY/06_THE_REVELATIONS.md candidate,FOUNDER_SIGNATURE_REQUIRED,COUNCIL_CLASSIFIED,Staging draft; count/path unresolved and successor absent.
00_K7_RECORD.md,yes,,9973,1b6b0a97089165dba6c1c84c033ccd32f5579eccb3478598cfdc84d7e6bf670a,(root),EVIDENCE,ABSORB_AFTER_SUCCESSOR,K-7,11_UPLINK/50_AUDITS_AND_EXECUTIONS/00_THE_RECORD_LEDGER.md candidate,11_UPLINK/50_AUDITS_AND_EXECUTIONS/00_THE_RECORD_LEDGER.md candidate,FOUNDER_SIGNATURE_REQUIRED,COUNCIL_CLASSIFIED,Staging draft; bounded record index successor absent.
00_META/00_CLEANUP_AUDIT_CORRECTIONS_2026_05_31.md,yes,,12611,39c5dfd261682fade6aabee7a455530d8de380641d8fdca2c1177b95b5dca647,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_CONSTITUTIONAL_INVARIANTS_O1_STAGING_2026_05_30.md,yes,,14630,098aa2beff30a8d6aa1d72018784ede859f79b2dbc16f082747b2e9fdc0a295d,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_D_LEVEL_STUDIES.md,yes,,10205,4a639f087a203c9e2af64b648b988aa34aaf11f1d7c1f37a8be6d2a077a28040,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_D_SCAFFOLD_L_LADDER_BRIDGE.md,yes,,8326,a570a3ad4d65f30607c14f2acb60363fc15ea68fcc55c4305c9d80191815fee3,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_FOLDER_LAYOUT_v0.1.md,yes,,35316,dc8fe5a3a191442a542a0c335cd057e71119f56eb82865b232e7c6ddc16d7286,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_KNOWN_UNKNOWNS_PROGRAM.md,yes,,7269,1a68a84a0dc1db9c6a63e61c69602882538b61e55b637453c1f8931012ff1515,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_RECONCILIATION_SCOPE_BOUNDARY_NOTE.md,yes,,5036,d678b2be0f587e27365952670ac82078470b73c58919fad526c359d9ac8168b9,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_SETTLED_CANON_REGISTRY.md,yes,,37229,9c56f77611de58d01c3e8f56856d7e1345c92c07f77bf123f52edae92be1fb89,00_META,ROUTING_CONTROL,KEEP_LOCKED,K-7 authority ledger,,,FOUNDER_SIGNATURE_REQUIRED_FOR_AMENDMENT,COUNCIL_CLASSIFIED,Settled registry; exact old/new row amendment required.
00_META/00_SUBFOLDER_ORGANIZATION_STANDARD.md,yes,,6010,27ffdebc70089f02e6e1b31d21b81cea3eea5d4d081396ffe38162953dea9657,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_THE_COMPASS.md,yes,,10054,e110cc9d1cb880984962e7ddad96bd251e1dc5f027923b85edb98f5ac84befab,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_THE_DEAD_FORMS_CATALOG_v0.1.md,yes,,11802,d84269ecc0450bbbc1d6e2d3a729744d22b789a3079926ca0d9b8bed5b05f98e,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_THE_FIVE_PLUS_ONE_CONSTITUTION.md,yes,,22860,114590c342515d955e866c1fba4343209a0d43e6eb559c88b112c68bd114d483,00_META,OWNER,KEEP_CURRENT_UNTIL_SUCCESSION,K-5 current owner,,,FOUNDER_SIGNATURE_REQUIRED_FOR_AMENDMENT,COUNCIL_CLASSIFIED,Current K-5 constitution; successor founder-gated.
00_META/00_THE_KINTSUGI_PROTOCOL.md,yes,,7622,7a7d7b3220bb5851a7bd4094d6d4194c6ba983734a1f86704b2d5fbfe1c95b4f,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_THE_MAGNUM_OPUS_BLUEPRINT_PENDING_SIGNATURE.md,yes,,36699,c23e524630c86967e82c33bdd691f28f7dc1886b8afeed4e79247fb89ef0a934,00_META,ROUTING_CONTROL,REVISE_STAGED,"architecture proposal, non-owner",,,FOUNDER_SIGNATURE_REQUIRED,COUNCIL_CLASSIFIED,Blueprint draft; manifests do not authorize execution.
00_META/00_THE_OPEN_CANON_COVENANT.md,yes,,9705,e19ae49759d3d85bfc46cde47631ad39e8c1b1687cc26681ef450c6a3aee10c4,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_THE_REMAINING_QUESTIONS.md,yes,,16752,65eee40f397cd66d3d86ff7f4cdff22d163ba64bac16ade231b5c44af07d99cc,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_TIDY_CONTROL_BOARD_2026_06_04.md,yes,,11124,d578b0317b2942bcec7e9865ec23d266832ca7123d5e1aea8dc8ed3c5425b127,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_TRANSLATION_MACHINE_PROTOCOL.md,yes,,3914,e2664e98745d92c003e527008094def5c73a7a250342417b3b0d3c364e457ecb,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/00_WHAT_IS_ACTUALLY_NOVEL_HERE.md,yes,,7220,a3f5672d382f4e0de1d321c049209b2d6ff56d9c5c880ef38949809468db672b,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/01_CORPUS_AUDIT_SUMMARY_2026_06_04.md,yes,,2473,1e3f0ca05a15c461199a792c912f2f1569902dfd05cbdeaa3a2dea379873c98b,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/02_FULL_READ_SOUL_LOOP_FINAL_CLOSE_2026_06_04.md,yes,,14955,0376223b83b3f4d981db0e7196fed7637a80521fd942bf8e37c4cbd5dbdf5d9f,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/02_FULL_READ_SOUL_LOOP_FRONT_DOOR_SUMMARY_2026_06_04.md,yes,,41298,8de58e14fd72032059f2a55d7e53cadc9db8f38cf9ddaefddb64271e8cddba06,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/02_FULL_READ_SOUL_LOOP_SUMMARY_2026_06_04.md,yes,,6490,e9b7ad4e7d1d6ff89fd1ee837d3e84da5e1447cb78e546eaf8a2abadd3e48443,00_META,EVIDENCE,KEEP_REVIEW,K-5/K-7 meta evidence,,,NO_MOVE_PROPOSED,NEEDS_OWNER_REVIEW,Meta scaffolding; does not create doctrine.
00_META/03_AGENTZ_DEPLOYMENT_00_META_2026_06_04.csv,yes,,26314,8f6ce40b1e034a7f4a7768f01fe72627ce5cbd5ebdf57308749d55dca3a1d43d,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_00_META_2026_06_04.md,yes,,3745,ee7f445165c069ea21baba2903495cd08e0b95295869d2c7d9810599f29c3135,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_01_TELEOLOGY_2026_06_04.csv,yes,,21578,1d2c07e5143383fed4396a145861de4dd39f09425d6b77a40857799b9abfb81d,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_01_TELEOLOGY_2026_06_04.md,yes,,4049,d0587db5e00afe7c5dad6423c8b13bdfed8eaf9e16ec3061040c30719e2aca3f,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_02_EPISTEMOLOGY_2026_06_04.csv,yes,,8853,a810e03a094e4ca02a51d6df30fb762561032245d1ed7b0643795620cbb0c49c,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_02_EPISTEMOLOGY_2026_06_04.md,yes,,3014,b02a73e83540f9cb95f73386775a79be2efcdadb39b301ea0c4523a1ee2373c2,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.csv,yes,,31870,0366235574f3b9ecddacac98f7b9d7a0150830aa35bde265566961deebad6651,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md,yes,,3706,53585f7435cc1743bcafb07c353292e24c8fbabc3d77088bc34cdee6cf96ffc4,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_04_AXIOLOGY_2026_06_04.csv,yes,,9529,5cd0853cf0af0d8a109b56f026d5e329633d3fb563bdf6346ca0241a218d44fe,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_04_AXIOLOGY_2026_06_04.md,yes,,3651,f947052aa2d39f5603a4c542cf3d82fc00365c3bf2d24c59f8ff368db1fe0061,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.csv,yes,,54502,294302bf86e3e56fea55349457b1429e36f1af279e57d4a842b62804b651708e,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md,yes,,4130,51d9ced8823e5f0c62f5465616e2a60289aeb47c90452feba4938209bb88619f,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_06_ONTOLOGY_2026_06_04.csv,yes,,5070,9c04bcb64c3a0927b2aa626a690c1ef510c93fdcd4dd590c84a5adcb75f2cfc6,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_06_ONTOLOGY_2026_06_04.md,yes,,3755,443049581229e644494927a32005f9b20cc9cab58bbc059a3442c957b63662a0,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_07_THEOLOGY_2026_06_04.csv,yes,,3969,f4ea502be304110f76022f14febc71282d263d8cb6c35ca8b1fb6b57bf9edab4,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_07_THEOLOGY_2026_06_04.md,yes,,3745,6c8af3f8b48b2a919e2a7a08848805051e7584b3f8b194cbac9e99756e4d274e,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_08_FRAMEWORK_SUPPORT_2026_06_04.csv,yes,,176999,5a7ac0cfb307d0bb2f064f44e4c4273168944a1ec475e2c00ad2714689bfb069,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_08_FRAMEWORK_SUPPORT_2026_06_04.md,yes,,3582,6b216b0838c815d36a323d9b1cbb39c57e79f55288ba39932005938a4fa5d538,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.csv,yes,,141482,ef0ab2a5607cf1084c73c57faf4757d28c8e149b6919743532de150fa4eb67e2,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
00_META/03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md,yes,,3506,4ef24778b07c495bf02f524b67a999474e4989d8384c305ff756547c9d2d7c14,00_META,ROUTING_CONTROL,KEEP_LIVE,recursive route control,,,NO_ARCHIVE_WITHOUT_REPLACEMENT,COUNCIL_CLASSIFIED,AGENTS/README explicitly require this live recursive coverage metadata.
