path,folder_class,status,full_read_status,agentz_pass,last_checked,byte_count,line_count,content_sha256,agentz_flags,soul_loop_receipt
01_EMERGENTISM/00_META/00_SETTLED_CANON_REGISTRY.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,14008,55,e7c2f78a63642a9aa146e209f117a43a10f29f611f972611c173e53f75177d37,clear,"sha256:e7c2f78a63642a9a;bytes:14008;lines:55;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/00_SUBFOLDER_ORGANIZATION_STANDARD.md,meta,PATCHED,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,6034,152,85e02184abcb6ea89c5be72e48ea8e9f7d26faccf2acd8559883be472df9276e,clear,"sha256:85e02184abcb6ea8;bytes:6034;lines:152;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/00_THE_FIVE_PLUS_ONE_CONSTITUTION.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,18473,229,9050dc5ebba47676bdcf7612bd5e8117551599ae0208f742c17d82dd902226fd,clear,"sha256:9050dc5ebba47676;bytes:18473;lines:229;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/00_THE_REMAINING_QUESTIONS.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,14618,361,25a49b895ca612da9d4e78c69329dfc63d17a78d2c8bf22f31c77b22422b1849,clear,"sha256:25a49b895ca612da;bytes:14618;lines:361;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/00_TIDY_CONTROL_BOARD_2026_06_04.md,meta,PATCHED,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,11186,109,6a94699138127a1fcaf7a807ec7871d3430d09bef9f18059bde792d012639136,L1_ROUTE_PATTERN_999_ARCHIVE:2;L1_ROUTE_PATTERN_10_PUBLIC_SITE:1;L1_ROUTE_PATTERN_00_AGENTZ_MISSION:2;L3_LEGACY_TIER:9,"sha256:6a94699138127a1f;bytes:11186;lines:109;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/00_TRANSLATION_MACHINE_PROTOCOL.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3922,103,e984dd5a92f2aa6766a98e93e57de2e44c54ad3e0136265cdc6cfe9e485b79d4,clear,"sha256:e984dd5a92f2aa67;bytes:3922;lines:103;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/00_WHAT_IS_ACTUALLY_NOVEL_HERE.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,7228,203,91f9cab67a6a078ed4259b81db2a6d814b9340cc64bf84074c3a9f713fbe681a,clear,"sha256:91f9cab67a6a078e;bytes:7228;lines:203;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/01_CORPUS_AUDIT_MANIFEST_2026_06_04.csv,meta,PATCHED,READ_CONTROL_SELF_REFERENTIAL,L5 topology + L7 front-door clarity,2026-06-04,1187281,2380,,L5_SELF_REFERENTIAL_CONTROL_ARTIFACT,"self-referential-generated-control;bytes:1187281;lines:2380;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/01_CORPUS_AUDIT_MANIFEST_2026_06_04.jsonl,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,37166,281,e57424946802dcda6b96cb64be8527d6b9d710dce7e48f7c67ecad48861af70d,clear,"sha256:e57424946802dcda;bytes:37166;lines:281;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/01_CORPUS_AUDIT_SUMMARY_2026_06_04.md,meta,PATCHED,READ_CONTROL_SELF_REFERENTIAL,L5 topology + L7 front-door clarity,2026-06-04,2501,86,,L5_SELF_REFERENTIAL_CONTROL_ARTIFACT,"self-referential-generated-control;bytes:2501;lines:86;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/02_FULL_READ_SOUL_LOOP_FINAL_CLOSE_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,15003,241,258f5ba9c0cc86fa59dde0a55f6c0c4ddc6a5a12d0deecf54ab6aa92bafdf5cb,clear,"sha256:258f5ba9c0cc86fa;bytes:15003;lines:241;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/02_FULL_READ_SOUL_LOOP_FRONT_DOOR_SUMMARY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,41386,322,2e62faa3e7439b2eaf46beba7146459a3bafb04939a8b8368bfb41627741f508,L1_ROUTE_PATTERN_999_ARCHIVE:8;L1_ROUTE_PATTERN_10_PUBLIC_SITE:2;L1_ROUTE_PATTERN_00_AGENTZ_MISSION:2;L3_LEGACY_TIER:1,"sha256:2e62faa3e7439b2e;bytes:41386;lines:322;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/02_FULL_READ_SOUL_LOOP_LEDGER_2026_06_04.csv,meta,PATCHED,READ_CONTROL_SELF_REFERENTIAL,L5 topology + L7 front-door clarity,2026-06-04,747842,2380,,L5_SELF_REFERENTIAL_CONTROL_ARTIFACT,"self-referential-generated-control;bytes:747842;lines:2380;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/02_FULL_READ_SOUL_LOOP_SUMMARY_2026_06_04.md,meta,PATCHED,READ_CONTROL_SELF_REFERENTIAL,L5 topology + L7 front-door clarity,2026-06-04,6618,130,,L5_SELF_REFERENTIAL_CONTROL_ARTIFACT,"self-referential-generated-control;bytes:6618;lines:130;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_00_META_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,26546,70,35747199e2605abef671e23af8c70834ecf0baeef94e361b998e5b61933445f6,clear,"sha256:35747199e2605abe;bytes:26546;lines:70;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_00_META_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3769,80,39d676f67da6b97ba7d71ad536126be727fb8043d19b11ceb625809aef4eb54e,clear,"sha256:39d676f67da6b97b;bytes:3769;lines:80;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_01_TELEOLOGY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,21746,53,be0b03cc9b15b88151f7bf29181e1a28f82f9852dca0ee9e0b17fe98c8dbccd9,clear,"sha256:be0b03cc9b15b881;bytes:21746;lines:53;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_01_TELEOLOGY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,4077,78,2f36fa9d308c15b047fab47e6526b7faf999a490708161af7d683d09f56bbf24,clear,"sha256:2f36fa9d308c15b0;bytes:4077;lines:78;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_02_EPISTEMOLOGY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,8961,28,162de63037cd49c0b72aca4e947389189cab95055bff57114895d222f2dd90c5,clear,"sha256:162de63037cd49c0;bytes:8961;lines:28;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_02_EPISTEMOLOGY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3042,64,3523be686b30d5830e9b1fed58463d5d94aa1a1c3042858e353a037b31aade89,clear,"sha256:3523be686b30d583;bytes:3042;lines:64;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,32150,80,0a45326f18bb6a4dd86291a5a34277bd3ab03bdb8c15d75922fbce25b5014f09,clear,"sha256:0a45326f18bb6a4d;bytes:32150;lines:80;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3734,77,b51155d7cf573a932429fff9723ec823d6ea0d006f007f37f92093c8b3e5aca4,clear,"sha256:b51155d7cf573a93;bytes:3734;lines:77;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_04_AXIOLOGY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,9613,27,3b0dc634407a8539064a5d91a354adeca3e22bd93a43d75143e08e60384c6a8b,clear,"sha256:3b0dc634407a8539;bytes:9613;lines:27;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_04_AXIOLOGY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3679,78,f41e7d755c0bac529c972175b54c5ffd5ae053455e6dc17a5dd9937251614238,clear,"sha256:f41e7d755c0bac52;bytes:3679;lines:78;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,55026,132,03ff05b11183bbe6053cb79e29b2c888aa0a4abef6355f1ec9fd9fb848c1291b,clear,"sha256:03ff05b11183bbe6;bytes:55026;lines:132;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,4158,80,0fa9fad41904939826b4e5d6dd39c848578067d0c0dcf4b4f06c1f74917aa207,clear,"sha256:0fa9fad419049398;bytes:4158;lines:80;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_06_ONTOLOGY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,5106,14,31631dd72956cd799391344688651661e3e34486690ccb68aff0a561011ddf96,clear,"sha256:31631dd72956cd79;bytes:5106;lines:14;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_06_ONTOLOGY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3783,77,3d62869635fff410a25f804fa43f4ad6c2aeee00a9fd737af1d1ae90caca4329,clear,"sha256:3d62869635fff410;bytes:3783;lines:77;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_07_THEOLOGY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,4009,11,abd5508e6fb579d89c52281076cd79e6a4418b0d86fae0cce389ee36aca9493b,clear,"sha256:abd5508e6fb579d8;bytes:4009;lines:11;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_07_THEOLOGY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3773,76,5606386678f84af81d53a58e72d66cf1e231a8e0e8a918cf8e98b2ba7608a83f,clear,"sha256:5606386678f84af8;bytes:3773;lines:76;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_08_FRAMEWORK_SUPPORT_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,178567,399,4b95dc08e3707f4d230e23b36bafb089d61b1944944d0c8e8c1d69a8fd75e45f,clear,"sha256:4b95dc08e3707f4d;bytes:178567;lines:399;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_08_FRAMEWORK_SUPPORT_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3602,83,ea0a24d06c717bf8a0a9c04c7ec9bca59bce58d6d5c3b75ef95bf78d887fb2e4,L3_LEGACY_TIER:1,"sha256:ea0a24d06c717bf8;bytes:3602;lines:83;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,142702,355,e9f222d563b58effe677fb1d6f11d1176ec4a2d02f63eb3779ea5b4547597785,clear,"sha256:e9f222d563b58eff;bytes:142702;lines:355;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3526,89,b1aa857fb0a510d583c540f7557c60be2c85dfda5f889ae73bab89026ec46e22,clear,"sha256:b1aa857fb0a510d5;bytes:3526;lines:89;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_10_SEED_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,1863,6,0841b0483736e690030bc8f83db8c9d2259e6d8bc0193180173a0100e75ea62d,clear,"sha256:0841b0483736e690;bytes:1863;lines:6;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_10_SEED_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3127,74,4a3f0b841dd9581d1f269183ad31b870a6231cf44ba21531502702628bb55943,clear,"sha256:4a3f0b841dd9581d;bytes:3127;lines:74;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,152881,377,b5448b812f59c2bdb72da8f39a1066a5c602592d5df6f5defb24af742e88304b,clear,"sha256:b5448b812f59c2bd;bytes:152881;lines:377;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3424,79,e27f356ee2a77a45c9558cf8d24b9aefcf20dc02b059127824dbddfa00e6bf14,L3_LEGACY_TIER:1,"sha256:e27f356ee2a77a45;bytes:3424;lines:79;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,345118,878,f43450fa0387bd8839b4fd866c5068de12a300d2db140482a077e6585b05865c,clear,"sha256:f43450fa0387bd88;bytes:345118;lines:878;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3709,95,37935706e774d9fb074f5c31698f900b814134c122eade8466f1f1f81aacfebb,L1_ROUTE_PATTERN_10_PUBLIC_SITE:1,"sha256:37935706e774d9fb;bytes:3709;lines:95;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,129790,299,f11884a0297066b6e34df845f14c183ea3c415cbe0b841f69d64ef87a2216c99,clear,"sha256:f11884a0297066b6;bytes:129790;lines:299;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3535,86,35c417027c623b61197d250ad55de329fd59f425f9c4e631eedde22f4a86ae16,L1_ROUTE_PATTERN_999_ARCHIVE:1,"sha256:35c417027c623b61;bytes:3535;lines:86;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,76338,200,2440ddb2557638e29eda85de13b34d5857e8befe6d0a98272bb99b034f47bc77,clear,"sha256:2440ddb2557638e2;bytes:76338;lines:200;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,3422,78,0b5c95353d4ec9d9b45301f2366d28c91cb758adb9112cb7eb0fa342bef10a29,clear,"sha256:0b5c95353d4ec9d9;bytes:3422;lines:78;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/04_RECURSIVE_AGENTZ_DEPLOYMENT_01_EMERGENTISM_2026_06_04.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,695061,2192,39a39256596bf4b2c8eafe17d1d4a609a90ebc20d1bc9cb6f70da557f618e022,clear,"sha256:39a39256596bf4b2;bytes:695061;lines:2192;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/04_RECURSIVE_AGENTZ_DEPLOYMENT_01_EMERGENTISM_2026_06_04.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,6684,151,c57a07ca05decfe1a0e492f14c873e968051c99c011fe2c1ba66fa492156019d,clear,"sha256:c57a07ca05decfe1;bytes:6684;lines:151;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/05_PHASE0_3_TIER_MISMATCH_AUDIT_2026_06_06.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,12643,195,52dd45a5657ff2c32d5efbd053948e7bdcc155d987762d161e29d80ed05f7a73,L3_LEGACY_TIER:2,"sha256:52dd45a5657ff2c3;bytes:12643;lines:195;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/05_PHASE0_4_7_COMBINED_REPORT_2026_06_06.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,12534,192,9c106eb4e5a745767cc92dfd567a26141d18126da16e3d40ac46b74c439824d9,clear,"sha256:9c106eb4e5a74576;bytes:12534;lines:192;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/05_PHASE0_HANDOFF_2026_06_06.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,6415,115,937652b5755653abb4b7b3779d2524b0e92fb29306c9902da52140bd9c6f5d91,clear,"sha256:937652b5755653ab;bytes:6415;lines:115;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/05_PUBLIC_CLAIMS_ALL_2026_06_06.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,124490,784,e8b6b2558db9a2582b1f413d7488892b0c53002cf8de28f42712e538d6166164,L3_LEGACY_TIER:5,"sha256:e8b6b2558db9a258;bytes:124490;lines:784;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/05_PUBLIC_COVERAGE_MATRIX_2026_06_06.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,2470,16,90c52a3b675af4bca5084734f7f182d2d2568ef964e00a5abe2a11744198a5bb,clear,"sha256:90c52a3b675af4bc;bytes:2470;lines:16;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/05_PUBLIC_FILE_INVENTORY_2026_06_06.csv,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,2562,45,60a0cd53d2b79a16882474ab05089e39237f452b8d4d5232bed1485fb2d1b310,clear,"sha256:60a0cd53d2b79a16;bytes:2562;lines:45;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/06_MOVE1_HANDOFF_2026_06_06.md,meta,READ,READ_ACTIVE_TEXT,L5 topology + L7 front-door clarity,2026-06-04,11012,154,c93a3f137b682eab656263120a34ac31026e77931456181e366491b5ecb16537,clear,"sha256:c93a3f137b682eab;bytes:11012;lines:154;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/90_ARCHIVE/00_AUDIT_REPORT_2026_04_21.md,archive,ARCHIVE_ONLY,READ_ARCHIVE_BOUNDED,L6 archive/non-authority boundary,2026-06-04,25523,359,0a714cea5b1204c02ea9ce9513b5893c52d8d869feb4e9f56ada046081bfa780,L6_ARCHIVE_NON_AUTHORITY,"sha256:0a714cea5b1204c0;bytes:25523;lines:359;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/90_ARCHIVE/00_SUBFOLDER_AUDIT_REPORT_2026_04_25.md,archive,ARCHIVE_ONLY,READ_ARCHIVE_BOUNDED,L6 archive/non-authority boundary,2026-06-04,8346,186,651dfbbaf39d33d6f9dd6a0775745fe064897efbf99e18fd0ad98703c2c11878,L6_ARCHIVE_NON_AUTHORITY,"sha256:651dfbbaf39d33d6;bytes:8346;lines:186;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/90_ARCHIVE/08_FRAMEWORK_SUPPORT_LOGIC_COHERENCE_CONSISTENCY_AUDIT_2026_04_25.md,archive,ARCHIVE_ONLY,READ_ARCHIVE_BOUNDED,L6 archive/non-authority boundary,2026-06-04,29177,642,d384642238aaa8f20bdeb9f84bac539f21c67bab3f0e571fa11ee149c2263b03,L6_ARCHIVE_NON_AUTHORITY,"sha256:d384642238aaa8f2;bytes:29177;lines:642;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/90_ARCHIVE/2026_04_25_LOGIC_COHERENCE_CONSISTENCY_AUDIT.md,archive,ARCHIVE_ONLY,READ_ARCHIVE_BOUNDED,L6 archive/non-authority boundary,2026-06-04,4886,82,5775393a776551d364cc4efba0c2ac48f5df9108c1953bf7ece0c63da57f14ec,L6_ARCHIVE_NON_AUTHORITY,"sha256:5775393a776551d3;bytes:4886;lines:82;passes:L1,L2,L3,L5,L6,L7"
01_EMERGENTISM/00_META/90_ARCHIVE/AGENTS.md,archive,ARCHIVE_ONLY,READ_ARCHIVE_BOUNDED,L6 archive/non-authority boundary,2026-06-04,2457,54,c5131a5a79f020885e95b201e4a4c34612bde6d363bb09b13e4c5d1912d9acff,L6_ARCHIVE_NON_AUTHORITY,"sha256:c5131a5a79f02088;bytes:2457;lines:54;passes:L1,L2,L3,L5,L6,L7"
