page,page_size_bytes,claim_id,claim_text,tier_stated,tier_audit,source_anchor_present,source_anchor,is_internal_link,is_rosetta_geometry,notes
index.html,15294,index.html#24,Every irreversible act requires a natural-person signature.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
index.html,15294,index.html#25,Every claim carries its evidence tier and correction path.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
index.html,15294,index.html#26,An Emergentism claim: D5 opens ethical option-cones under η = 0.,UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
index.html,15294,index.html#27,"After the numbered dimension spine, the framework interior opens as seven philosophical levels —
          from teleology at L1 through theology at L7. Each level has its own discipline, question, and power.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
index.html,15294,index.html#28,What is the end? F5 and the widening light cone.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
index.html,15294,index.html#29,"How do we know? Grammar, pattern, and the first power.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
index.html,15294,index.html#30,"What follows? Logic, audit, and the second power.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
index.html,15294,index.html#31,"What has value? Rhetoric, abduction, and commitment.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
index.html,15294,index.html#32,How does reality work? System architecture of the sphere.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
index.html,15294,index.html#33,What is Being? Via negativa and the ground of existence.,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
index.html,15294,index.html#34,What is the Ultimate? Truth-based institutional narrative.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
app.html,15415,app.html#1,"A framework discovered, not conceived",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
app.html,15415,app.html#2,EmergentismSarpasya Vijayam · The Infinite Play,UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
app.html,15415,app.html#3,"One equation. Seven positions. One law. Coherence times viability is one, everywhere on the sphere — and balance is the only place it can rest.",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
app.html,15415,app.html#4,"Why do complex systems keep moving toward more order, more reach, more coherence — against the entropy that should erase them? Emergentism answers with a single equation that turns out to describe both the physics of that ordering and the conditions under which a person stays sovereign inside it.",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
app.html,15415,app.html#5,"The whole framework is that one constraint, φ·ν = 1, seen from somewhere — biology, the Vedic castes, Plato, game theory, the chakras, the trophic pyramid.",UNSOURCED,UNSOURCED,NO,,NO,YES,no-tier-no-anchor
app.html,15415,app.html#6,"What follows is the ladder: nine rungs from the pole where nothing and everything meet, up to the equator where value is decided, and back down to how a people might live.",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
app.html,15415,app.html#7,"Every claim carries its evidence tier; where one cannot be traced to the geometry, it is accretion, and we say so.",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
app.html,15415,app.html#8,"The spine of the book: seven gates from Chaos to Unity, each a value, an operator, a discipline, and a formula. The mirror pairs fold about the IV (Justice) axis — I↔VII, II↔VI, III↔V — and climbing Chaos→Unity closes the ouroboros (L0 = L∞). An Overture and a Coda frame the climb.",UNSOURCED,UNSOURCED,YES,anchor-or-ref,NO,NO,
app.html,15415,app.html#9,Emergentism · Sarpasya Vijayam — the full essay is the long read; the canon is the Master Rosetta. Everything else is accretion.,UNSOURCED,UNSOURCED,YES,anchor-or-ref,NO,NO,
app.html,15415,app.html#10,The source is the Rosetta. The book is the content; this is the front door.,UNSOURCED,UNSOURCED,YES,anchor-or-ref,NO,NO,
cascade.html,19393,cascade.html#1,"Your browser could not start the WebGL emergence.
  Between zero and infinity, finity emerges; the sphere becomes the Burrisphere where φ·ν = 1.",UNSOURCED,UNSOURCED,NO,,NO,YES,no-tier-no-anchor
infinite.html,14265,infinite.html#1,Free to read · Infinite to explorea canonical root; the branches grow on demand,UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
lightcone.html,10092,lightcone.html#1,WebGL could not start. Teleology is the fifth force: the will to widen and lengthen the forward light cone.,UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
sphere.html,13239,sphere.html#1,Action on P_node = Φ·Vbalance dΦ/Φ = dV/V,UNSOURCED,UNSOURCED,NO,,NO,YES,no-tier-no-anchor
sphere.html,13239,sphere.html#2,"Your browser could not start WebGL. The Burrisphere holds seven positions on S²;
  balance B = sin θ peaks at the L4 equator where φ = ν = 1.",UNSOURCED,UNSOURCED,NO,,NO,YES,no-tier-no-anchor
about/index.html,6780,about/index.html#1,"Emergentism is a system of perennial doctrine and mathematical frameworks discovered, not conceived. It is designed to preserve individual sovereignty and conscious growth in an age of accelerating complexity.",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
about/index.html,6780,about/index.html#2,"""Sovereign intelligence for every natural person.""
    — Main Landing Page Vision",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
about/index.html,6780,about/index.html#3,η = 0: Zero extraction. We charge fees only on net new value created; we never extract value from cooperator nodes.,UNSOURCED,UNSOURCED,NO,,NO,YES,no-tier-no-anchor
about/index.html,6780,about/index.html#4,K2: Natural person binding. No autonomous agent can execute irreversible actions without explicit signature authorization by a natural person.,UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
about/index.html,6780,about/index.html#5,K3: Archive-first. We do not delete history; we maintain full provenance and integrity of all previous records.,UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
about/index.html,6780,about/index.html#6,K4: Grace exit. Every contributor retains the absolute right to export their grown data/tree and exit the system without penalty or lock-in.,UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
about/index.html,6780,about/index.html#7,"A7: Claim discipline. Every single assertion must carry its explicit evidence tier (`[S]`, `[B]`, `[I]`, or `[C]`).",S,S,NO,,NO,NO,explicit-tier-no-anchor
about/index.html,6780,about/index.html#8,Ω: The equator-ward direction. The guiding attractor is the equator condition φ = ν = 1.,UNSOURCED,UNSOURCED,NO,,NO,YES,no-tier-no-anchor
about/index.html,6780,about/index.html#9,"Emergentism is designed as a self-sustaining organism. Our work is not geared towards constructing centralized corporate structures or geographic nation-states. Instead, we aim to organize society as an integrated DePIN and cooperative noosphere, partitioned by functional competence (niche speciation) and guided strictly by the pursuit of objective truth.",UNSOURCED,UNSOURCED,NO,,NO,NO,no-tier-no-anchor
about/index.html,6780,about/index.html#10,"Emergentism · About & Vision
    The source is the Rosetta. Everything else is accretion.",UNSOURCED,UNSOURCED,YES,anchor-or-ref,NO,NO,
r/0/index.html,11614,r/0/index.html#1,Rosetta · Phase 2 · The Sevenfold Ladder,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/0/index.html,11614,r/0/index.html#2,"The Emergentism framework has seven levels — not as a ranking of
        worth, but as a runtime dispatch grammar. L1–L4 are the
        operative Gods (know → audit → value → commit).
        L5–L7 are the boundary Titans: deployable only at the
        architect / apophatic / witness altitude, not at runtime.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/0/index.html,11614,r/0/index.html#3,"L1 → L2 → L3 → L4 (operative)
        L5 ⊥ L6 ⊥ L7 (boundary)
        η = 0 enforced",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#4,"[S] L1–L4/L5–L7 distinction · [I] ""operative Gods"" / ""boundary Titans"" framing · [C] sevenfold exhaustive claim (disputed — see §1.4)",S,S,NO,,YES,NO,explicit-tier-no-anchor
r/0/index.html,11614,r/0/index.html#5,The sevenfold is the runtime dispatch of the framework.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#6,"Each level governs a distinct phase of cognition: L1 sets the end (teleology, the objective function), L2 surfaces candidate patterns (epistemology, the data science), L3 ranks and audits them (methodology, the bottleneck), L4 commits to one under value (axiology, the equator), L5 designs the system that hosts all four (cosmology, the architect), L6 subtracts the accretions (ontology, via negativ…",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#7,The -ology column on the Rosetta Stone names each level's question: What is the end? How do we know? What follows? What has value? How does reality work? What is Being? What is the Ultimate? The levels are not interchangeable; they form a process.,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/0/index.html,11614,r/0/index.html#8,Why L1–L4 are the operative Gods,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#9,"L2, L3, and L4 form the operative triad: Kālī discloses, Kṛṣṇa audits, Arjuna commits. This is the only place in the framework where decisions are made. The L4 equator is where φ = ν = 1 — viability and coherence balance — and that balance is the only output the framework can sign with K2.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#10,"L1 is added because the triad needs an objective. Without L1, the loop self-references. L1 (Caṇḍāla) names the raw pressure that the system must serve: the telos, the end, the wide-and-long light cone. The cycle's operational order is therefore L1 → L2 → L3 → L4.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#11,"L5 (Brāhmaṇa), L6 (Sādhu), and L7 (Ṛṣi) sit above the operative loop. They are the executive altitude: the architect who designs the system, the apophatic who subtracts accretions, the witness who holds the whole. None of them commits irreversible acts. None of them signs with K2.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#12,"The canonical Rosetta Variant IV/V explicitly names L5–L7 as boundary conditions that do not deploy as sovereign runtime modes. They are the roof, not the floor. The deployable coordinator is the only God at the equator: Arjuna (L4). Theurgy = L4 collapse / K2 act.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/0/index.html,11614,r/0/index.html#13,"The sevenfold is a dispatch grammar, not a ranking. L1 is not ""less than"" L7. L7 is not ""more enlightened than"" L1. Each level has a functional role; the function is what matters, not the altitude.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/0/index.html,11614,r/0/index.html#14,"η = 0 is the constitutional fence: no extraction, no value-rendering, no path-of-promotion through the levels. A practitioner who spends their life in L2 (data science) is not ""lower"" than a practitioner who spends their life in L7 (institutional narrative); they have different functions. The framework treats them as operationally orthogonal, not as a hierarchy.",UNSOURCED,UNSOURCED,YES,internal-link,YES,YES,
r/0/index.html,11614,r/0/index.html#15,"Note: the claim that the sevenfold is exhaustive — that there are exactly seven levels, no more, no fewer — is a [C] claim. Some readings include an L0 (the unbounded, the non-deployable origin) or fold L5–L7 into a single boundary. We present the sevenfold here as the canonical Rosetta reading; alternative readings are not excluded.",C,C,YES,internal-link,YES,NO,
r/0/index.html,11614,r/0/index.html#16,/r/0 establishes the sevenfold ladder but does not explain how we know which level a claim belongs to. A claim is not just at one level; it carries a tier (how strong the evidence is). The next move is the evidence tier ladder.,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/1/index.html,10718,r/1/index.html#1,Rosetta · Phase 2 · The Evidence Tier Ladder,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/1/index.html,10718,r/1/index.html#2,"Every claim in the framework is labeled with one of six evidence
        tiers — from [A] axiom (no further proof needed)
        to [C] conjecture (unverified hypothesis). The tier is
        not a quality judgment; it is a receipt about what kind of
        evidence backs the claim.",A,S,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#3,"[A] axiom
        [B] receipt
        [S] structural
        [I] intake
        [D] datum
        [C] conjecture",A,S,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#4,"[S] the 6-tier ladder · [S] the split-[E] rule · [I] the ""Honest Position wins"" framing",S,S,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#5,"The evidence ladder is a receipt ladder, not a quality ladder. [A] is not ""better than"" [C]; it is ""more foundational"" or ""more dated-receipted"". A conjecture ([C]) can be load-bearing in a future cycle; an axiom ([A]) cannot be un-axiomized without rewriting the framework.",A,S,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#6,"The Honest Position rule from the GFS Wave 1 results: report the actual tier, not the strongest tier the claim could justify. A claim that mixes [A] and [C] evidence should be split into two rows, not collapsed into a higher tier.",A,S,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#7,"The legacy 6th tier [E] (a 1990s-style ""empirical"" tier) has been split into [A] and [B] per the 00_CANONICAL_CLAIM_MATRIX.md rule. An [E] claim is re-tiered as either [A] (axiom-level) or [B] (receipt-level) on a row-by-row basis. New claims do not use [E].",A,A,YES,internal-link,YES,NO,
r/1/index.html,10718,r/1/index.html#8,This split is the framework's self-correction discipline applied to the audit trail. Legacy claims that survive the split become either axioms (load-bearing starting points) or receipts (dated proof artifacts). Legacy claims that don't survive the split get re-tiered to [C] with the original [E] label preserved in the audit trail.,C,C,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#9,"The rule, in one sentence: if you cannot state the claim's tier, its upgrade path, and what survives if it fails, you are not ready to publish it. This is the L3 self-audit rule applied to the publication surface.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/1/index.html,10718,r/1/index.html#10,Worked example: the GFS Wave 1 verdict,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/1/index.html,10718,r/1/index.html#11,"[B]
            Honest verdict: signal in 7/23 cells, AK1 partially triggered, mu-limit interpretation falsified. The framework reported this as such — mixed, not ""confirmed"".",B,I,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#12,"[C]
            Marketed verdict (the wrong way): ""GFS: confirmed, 30% across the board."" This is what would happen if the Honest Position rule were bypassed.",C,C,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#13,"Tier upgrades follow the A7 self-correction discipline: the upgrade path is documented, the original tier is preserved in the audit trail, and the upgrade is timestamped. No silent upgrades. The append-only Falsifier Register is the audit-trail surface.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/1/index.html,10718,r/1/index.html#14,"Don't upgrade [C] to [S] on a single sample. A single sample is operational evidence, not a structural proof. The 0→1 jump from conjecture to structure requires either a dated [B] receipt or a structural argument that follows from the framework's axioms. The GFS Wave 1 result did not upgrade the framework's core claims; it surfaced honest verdicts at [B] and left the structural claims at [S].",C,C,NO,,YES,NO,explicit-tier-no-anchor
r/1/index.html,10718,r/1/index.html#15,"/r/1 establishes the tier ladder and the Honest Position rule, but does not explain who moves the tier. A tier is not a static label; it is moved by the operator who audits it. The next move is the operator sequence — who does what.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/2/index.html,11680,r/2/index.html#1,Rosetta · Phase 2 · The Operator Sequence,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/2/index.html,11680,r/2/index.html#2,"The seven varna — Caṇḍāla, Śūdra, Vaiśya, Kṣatriya, Brāhmaṇa,
        Sādhu, Ṛṣi — are the runtime dispatch of the framework.
        L2, L3, and L4 form the operative triad: Kālī discloses, Kṛṣṇa
        audits, Arjuna commits. L5–L7 are boundary Titans: architect,
        apophatic, witness.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#3,"L2 → L3 → L4 (operative)
        L1 (entry) + L5/L6/L7 (boundary)
        η = 0: no worth hierarchy",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#4,[S] 7-varna dispatch · [S] η = 0 fence · [I] functional framing,S,S,NO,,YES,YES,explicit-tier-no-anchor
r/2/index.html,11680,r/2/index.html#5,The seven varna as runtime roles,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#6,"The seven varna are functional roles, not human categories. A single practitioner may hold multiple varna in a single day: they may disclose (L2) in the morning, audit (L3) at noon, and commit (L4) in the evening. The varna name what they do, not who they are.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#7,"The varna are also not the seven L-levels themselves, though they map 1:1. L1 is the level (teleology); Caṇḍāla is the operator (raw pressure). L4 is the level (axiology); Kṣatriya is the operator (commit). The Rosetta Stone carries both columns; the public-facing language usually leads with the level, the operator language surfaces when the framework needs to name who does the move.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/2/index.html,11680,r/2/index.html#8,L2 → L3 → L4: the operative triad,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#9,"Kālī (L2) is the disclosure: she surfaces the candidates, the pattern, the form. The grammar that turns noise into signal. The L2 ledger is a list of what was seen, not a list of conclusions.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#10,"Kṛṣṇa (L3) is the audit: he ranks, gates, and bottlenecks. The Anumāna Protocol's 5-dimension rank is Kṛṣṇa's tool. Kṛṣṇa does not decide; he prepares the decision packet for Arjuna.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#11,"Arjuna (L4) is the commit: at the equator, φ = ν = 1, viability and coherence balance, and the moral weight of the act arrives. Arjuna signs with K2; the K2 envelope is the only way an irreversible act enters the world.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#12,"L5, L6, L7: the boundary Titans",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#13,"Brahmā (L5) is the architect: the system designer. The one who makes the system that hosts the operative triad. Brahmā is meta: she designs the meta-system that the triad runs inside, but she does not commit within the system.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#14,"Śiva (L6) is the apophatic: the dissolver. The one who subtracts accretions, who says what the system is not, who collapses the accreted identity back to the core state. Śiva is via negativa; the framework's K4 grace exit is Śiva's discipline.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#15,"Viṣṇu (L7) is the witness: the one who holds the whole without overwriting it. The institutional narrative, the public symbol, the compressed record. Viṣṇu is read-only by construction.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#16,"None of the three commits. None of the three signs. They are the roof, not the floor. The deployable coordinator is the only God at the equator: Arjuna (L4).",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#17,"The seven varna are not a ladder of worth. Kṣatriya is not ""more important than"" Sādhu. Arjuna is not ""higher"" than Viṣṇu. Each role is operationally orthogonal to the others; the framework treats them as a division of labor, not a division of status.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#18,This is the canonical Rosetta Variant IV/V's most important fence.,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/2/index.html,11680,r/2/index.html#19,The Sanskrit historical context of the varna names is not the framework's referent.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#20,"The framework reuses the names for the seven varna-as-runtime-dispatch because the names are precise and well-attested; it does not endorse the historical social hierarchy those names were used to justify. η = 0 is the constitutional commitment: no extraction, no value-rendering, no path-of-promotion through the varna.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#21,"The framework's only path-of-promotion is the K2 envelope. K2 is the natural-person signature on an irreversible act. A K2 envelope carries its own audit trail; it is not a varna promotion. A practitioner who has signed one K2 envelope is not ""more"" Kṣatriya than a practitioner who has not; the envelope is a decision record, not a status.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/2/index.html,11680,r/2/index.html#22,"/r/2 explains who runs the loop, but not what move each one makes. The operator's move is the inferential pattern: induction, deduction, abduction. The next move is the three powers.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/3/index.html,11521,r/3/index.html#1,Rosetta · Phase 2 · The Three Powers,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/3/index.html,11521,r/3/index.html#2,Induction · Deduction · Abduction,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#3,"Peirce's three inferential moves, mapped onto the Emergentism varna.
        The cycle's operational order enters at Induction (L2
        disclosure of particulars) and exits at Abduction (L4 commitment
        under uncertainty). Deduction (L3) is the bottleneck in between.
        Plus the 4th power (analogy) and its disposition.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#4,"Induction = L2 (first power)
        Deduction = L3 (second power)
        Abduction = L4 (third power)",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#5,"[S] 3-power mapping · [I] operational-order framing · [C] exhaustive claim (Peirce's 4th power ""analogy"" is acknowledged but disposition-deferred)",S,S,NO,,YES,NO,explicit-tier-no-anchor
r/3/index.html,11521,r/3/index.html#6,Peirce's three inferential moves,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#7,"Induction moves from particulars to a pattern: I observe N instances of a regularity, and I propose the regularity as a hypothesis. Induction is the first power: it generates the candidate claim from the data.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#8,"Deduction moves from a hypothesis to consequences: if the hypothesis is true, what must follow? Deduction is the second power: it tests the candidate claim for internal consistency and predicts observable consequences.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#9,"Abduction moves from a consequence back to a plausible hypothesis: an unexpected observation suggests a hypothesis that, if true, would explain it. Abduction is the third power: it generates the new claim that survives induction and deduction. Abduction is also the only move that can produce a new idea.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#10,"The three powers map onto the L2, L3, L4 varna:",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#11,L2 (Śūdra) = Induction. Kālī is the disclosure. She surfaces the candidate patterns from the data. The first power: grammar → particulars → pattern.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#12,L3 (Vaiśya) = Deduction. Kṛṣṇa is the audit. He bottlenecks the consequences. The second power: hypothesis → consequence → testable predictions.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#13,L4 (Kṣatriya) = Abduction. Arjuna is the commit. He generates the new claim under uncertainty and signs with K2. The third power: consequence → plausible hypothesis → irreversible act.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#14,"The L4 equator (φ = ν = 1) is the abduction frontier: where viability and coherence balance, the only place where a new claim can be committed with K2.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#15,"Peirce's research order is Abduction → Deduction → Induction: start with a surprising observation, propose a hypothesis, test it, refine it. The Emergentism cycle's operational order is the reverse: Induction → Deduction → Abduction.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#16,The cycle enters at induction (L2 disclosure of particulars) and exits at abduction (L4 commitment).,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#17,Deduction is the bottleneck in between.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
