path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM/09_TOOLS/03_SIMULATIONS/00_SCENARIOS/04_combined,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/03_SIMULATIONS/00_SCENARIOS/05_cluster,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/03_SIMULATIONS/00_SCENARIOS/06_cross,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/04_DATA_PIPELINES,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/05_DEPLOY,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/06_PACKAGES,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/06_PACKAGES/emergentism-core,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/06_PACKAGES/emergentism-core/src,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/06_PACKAGES/emergentism-core/src/emergentism_core,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/06_PACKAGES/emergentism-core/src/emergentism_core/polygenic,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/07_AGENT_OPS,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/08_AUDIT_ARTIFACTS,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/09_DAC_FRAME,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/09_DAC_FRAME/blueprint,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/09_DAC_FRAME/constitution,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/09_DAC_FRAME/constitution/OS,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/09_DAC_FRAME/scripts,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/09_DAC_FRAME/tools,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/10_SPRINT_GATES,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM_ORG/09_TOOLS/90_ARCHIVE,folder,tools,archive-only-provenance,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Cold tooling memory; not the active command surface.,03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM_ORG/09_TOOLS/90_ARCHIVE/bridge_scripts_2026_04_17,folder,tools,archive-only-provenance,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Cold tooling memory; not the active command surface.,03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM_ORG/09_TOOLS/90_ARCHIVE/scripts_legacy_convenience_copy_2026_05_04,folder,tools,archive-only-provenance,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Cold tooling memory; not the active command surface.,03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM_ORG/09_TOOLS/90_ARCHIVE/sprint_gates_2026_04_old,folder,tools,archive-only-provenance,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Cold tooling memory; not the active command surface.,03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/sprint_gates,folder,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/.gitignore,executable-or-shell,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/AGENTS.md,markdown-front-door,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/CLAUDE.md,markdown-front-door,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/DEX.json,structured-data-or-config,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/README.md,markdown-front-door,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/agentz.json,structured-data-or-config,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/apu.json,structured-data-or-config,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/circle.json,structured-data-or-config,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/realityfutures.json,structured-data-or-config,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/01_DAC_SCAFFOLD_MANIFESTS/skyzai-org.json,structured-data-or-config,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/AGENTS.md,markdown-front-door,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/CLAUDE.md,markdown-front-door,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/README.md,markdown-front-door,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/a7_receipt_validator.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/add_frontmatter.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/agent_goose_sync.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/agent_homology_audit.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/agent_markdown_rosetta_row_sync.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/apply_dac_scaffold.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/assemble_gonogo_packet.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/batch_tlc_check.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
01_EMERGENTISM/09_TOOLS/01_SCRIPTS/check_links.py,python-script,tools,active-tooling,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,TOOL_SURFACE_COVERED,2026-06-04,"Tooling layer for scripts, compilers, simulations, pipelines, deploy helpers, packages, agent ops, audit artifacts, and sprint gates.",03_AGENTZ_DEPLOYMENT_09_TOOLS_2026_06_04.md
