path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM/03_METHODOLOGY/01_THE_DERIVATION/00_THE_DERIVATION.md,markdown-document,methodology-derivation,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,Methodology derivation spine; proof and inference route.,03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/01_THE_DERIVATION/AGENTS.md,markdown-front-door,methodology-derivation,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,Methodology derivation spine; proof and inference route.,03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/01_THE_DERIVATION/CLAUDE.md,markdown-front-door,methodology-derivation,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,Methodology derivation spine; proof and inference route.,03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/01_THE_DERIVATION/README.md,markdown-front-door,methodology-derivation,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,Methodology derivation spine; proof and inference route.,03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/AGENTS.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/CLAUDE.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/00_NEXT_SLATE_EVALUATION.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/AGENTS.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/CLAUDE.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/PAPER_III_A_PRODUCT_CONSTRAINT_AS_A_STRUCTURAL_ETHIC.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/PAPER_II_DIVISION_BY_ZERO_AS_CATEGORY_CORRECTION.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/PAPER_I_THE_TWO_FACES_OF_NUMBER.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/README.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/AGENTS.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/CLAUDE.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/README.md,markdown-front-door,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_A_FRAME_ALGEBRA.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_B_BLOCH_BURRI_IDENTITY.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_C_PHOTON_UNIT_OF_ACCOUNT.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_D_WAVE_PARTICLE_DUALITY.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_E_UNCERTAINTY_PRINCIPLE.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_F_K_MINIMAL.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_G_BIOLOGICAL_PREDICTIONS.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_H_DIMENSIONAL_COSMOLOGICAL.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_I_KNOWN_UNKNOWNS_PROGRAM.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_J_PROTOCOL_R_WITHOUT_LAB.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_J_SUPPORT_DATASET_MODELING.py,python-script,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_K_AMRITA_AT_ZERO_COST.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_L_PHI_METER_CORRELATION.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_M_SPHERE_AS_TRANSLATION_LAYER.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_N_PRODUCTIVE_TRANSCENDENTAL_WAGERS.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_O_STRONG_WEAK_EMERGENCE_D5.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
01_EMERGENTISM/03_METHODOLOGY/02_THE_PAPERS/PAPER_P_SU3_OBSTRUCTION_BARE_S2.md,markdown-document,methodology-papers,active-methodology-with-tier-discipline,L3 Vaisya,L1 Candala; L2 Sudra; L4 Ksatriya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L5+L6+L7,DOCUMENT_COVERED,2026-06-05,"Methodology paper surface; proof, model, translation, and conjecture stay separated.",03_AGENTZ_DEPLOYMENT_03_METHODOLOGY_2026_06_04.md
